Back to Contents,Data 1: Total Products Exports by Destination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,MPEEXUS1,MTXEX_NUS-NAF_1,MTXEX_NUS-NAL_1,MTXEX_NUS-NAG_1,MTXEX_NUS-NAN_1,MTXEX_NUS-NAO_1,MTXEX_NUS-NAV_1,MTXEX_NUS-NAC_1,MTXEX_NUS-NAR_1,MTXEX_NUS-NAE_1,MTXEX_NUS-NAA_1,MTXEX_NUS-NAS_1,MTXEX_NUS-NAU_1,MTXEX_NUS-NAJ_1,MTXEX_NUS-NBG_1,MTXEX_NUS-NBF_1,MTXEX_NUS-NBA_1,MTXEX_NUS-NBB_1,MTXEX_NUS-NBO_1,MTXEX_NUS-NBE_1,MTXEX_NUS-NBH_1,MTXEX_NUS-NBN_1,MTXEX_NUS-NBL_1,MTXEX_NUS-NBK_1,MTXEX_NUS-NBC_1,MTXEX_NUS-NBR_1,MTXEX_NUS-NIO_1,MTXEX_NUS-NBX_1,MTXEX_NUS-NBU_1,MTXEX_NUS-NUV_1,MTXEX_NUS-NBM_1,MTXEX_NUS-NBD_1,MTXEX_NUS-NCB_1,MTXEX_NUS-NCM_1,MTXEX_NUS-NCA_1,MTXEX_NUS-NCV_1,MTXEX_NUS-NCJ_1,MTXEX_NUS-NCD_1,MTXEX_NUS-NCI_1,MTXEX_NUS-NCH_1,MTXEX_NUS-NCK_1,MTXEX_NUS-NCO_1,MTXEX_NUS-NCN_1,MTXEX_NUS-NCF_1,MTXEX_NUS-NCG_1,MTXEX_NUS-NCS_1,MTXEX_NUS-NHR_1,MTXEX_NUS-NCU_1,M_EPP0_EEX_NUS-NUC_MBBL,MTXEX_NUS-NCY_1,MTXEX_NUS-NCZ_1,MTXEX_NUS-NDA_1,MTXEX_NUS-NDJ_1,MTXEX_NUS-NDO_1,MTXEX_NUS-NDR_1,MTXEX_NUS-NEC_1,MTXEX_NUS-NEG_1,MTXEX_NUS-NES_1,MTXEX_NUS-NEK_1,MTXEX_NUS-NER_1,MTXEX_NUS-NEN_1,MTXEX_NUS-NWZ_1,MTXEX_NUS-NET_1,MTXEX_NUS-NFK_1,MTXEX_NUS-NFJ_1,MTXEX_NUS-NFI_1,MTXEX_NUS-NFR_1,MTXEX_NUS-NFG_1,MTXEX_NUS-NFP_1,MTXEX_NUS-NFS_1,MTXEX_NUS-NGB_1,MTXEX_NUS-NGA_1,MTXEX_NUS-NGG_1,MTXEX_NUS-NGM_1,MTXEX_NUS-NGH_1,MTXEX_NUS-NGI_1,MTXEX_NUS-NGR_1,MTXEX_NUS-NGL_1,MTXEX_NUS-NGJ_1,M_EPP0_EEX_NUS-NGP_1,MTXEX_NUS-NGT_1,MTXEX_NUS-NGV_1,MTXEX_NUS-NPU_1,MTXEX_NUS-NGY_1,MTXEX_NUS-NHA_1,MTXEX_NUS-NHO_1,MTXEX_NUS-NHK_1,MTXEX_NUS-NHU_1,MTXEX_NUS-NIC_1,MTXEX_NUS-NIN_1,MTXEX_NUS-NID_1,MTXEX_NUS-NIR_1,MTXEX_NUS-NIZ_1,MTXEX_NUS-NEI_1,MTXEX_NUS-NIS_1,MTXEX_NUS-NIT_1,MTXEX_NUS-NIV_1,MTXEX_NUS-NJM_1,MTXEX_NUS-NJA_1,MTXEX_NUS-NJO_1,MTXEX_NUS-NKZ_1,MTXEX_NUS-NKE_1,MTXEX_NUS-NKR_1,MTXEX_NUS-NKS_1,MTXEX_NUS-NKG_1,MTXEX_NUS-NKT_1,MTXEX_NUS-NKU_1,MTXEX_NUS-NLA_1,MTXEX_NUS-NLG_1,MTXEX_NUS-NLE_1,MTXEX_NUS-NLI_1,MTXEX_NUS-NLY_1,MTXEX_NUS-NLS_1,MTXEX_NUS-NLH_1,MTXEX_NUS-NLU_1,MTXEX_NUS-NMC_1,MTXEX_NUS-NMK_1,MTXEX_NUS-NMA_1,MTXEX_NUS-NMI_1,MTXEX_NUS-NMY_1,MTXEX_NUS-NMV_1,MTXEX_NUS-NML_1,MTXEX_NUS-NMT_1,MTXEX_NUS-NRM_1,MTXEX_NUS-NMB_1,MTXEX_NUS-NMR_1,MTXEX_NUS-NMP_1,MTXEX_NUS-NMX_1,MTXEX_NUS-NFM_1,MTXEX_NUS-NMQ_1,MTXEX_NUS-NMD_1,MTXEX_NUS-NMN_1,MTXEX_NUS-NMG_1,M_EPP0_EEX_NUS-NMJ_1,MTXEX_NUS-NMH_1,MTXEX_NUS-NMO_1,MTXEX_NUS-NMZ_1,MTXEX_NUS-NWA_1,MTXEX_NUS-NNP_1,MTXEX_NUS-NNL_1,MTXEX_NUS-NNA_1,MTXEX_NUS-NNC_1,MTXEX_NUS-NNZ_1,MTXEX_NUS-NNU_1,MTXEX_NUS-NNG_1,MTXEX_NUS-NNI_1,MTXEX_NUS-NNE_1,MTXEX_NUS-NNO_1,MTXEX_NUS-NMU_1,MTXEX_NUS-NPK_1,MTXEX_NUS-NPS_1,MTXEX_NUS-NPM_1,MTXEX_NUS-NPP_1,MTXEX_NUS-NPF_1,MTXEX_NUS-NPA_1,MTXEX_NUS-NPE_1,MTXEX_NUS-NRP_1,MTXEX_NUS-NPL_1,MTXEX_NUS-NPO_1,MTXEX_NUS-NPZ_1,MTXEX_NUS-NQA_1,MTXEX_NUS-NRO_1,MTXEX_NUS-NRS_1,MTXEX_NUS-NSC_1,MTXEX_NUS-NST_1,MTXEX_NUS-NSB_1,MTXEX_NUS-NVC_1,MTXEX_NUS-NWS_1,MTXEX_NUS-NSM_1,MTXEX_NUS-NTP_1,MTXEX_NUS-NSA_1,MTXEX_NUS-NSG_1,M_EPP0_EEX_NUS-NRI_MBBL,MTXEX_NUS-NYI_1,MTXEX_NUS-NSE_1,MTXEX_NUS-NSL_1,MTXEX_NUS-NSN_1,M_EPP0_EEX_NUS-NNN_MBBL,MTXEX_NUS-NSK_1,MTXEX_NUS-NSI_1,MTXEX_NUS-NBP_1,MTXEX_NUS-NSF_1,MTXEX_NUS-NSP_1,MTXEX_NUS-NPG_1,MTXEX_NUS-NCE_1,MTXEX_NUS-NNS_1,MTXEX_NUS-NSW_1,MTXEX_NUS-NSZ_1,MTXEX_NUS-NSY_1,MTXEX_NUS-NTW_1,MTXEX_NUS-NTZ_1,MTXEX_NUS-NTH_1,MTXEX_NUS-NTN_1,MTXEX_NUS-NTO_1,MTXEX_NUS-NTD_1,MTXEX_NUS-NTS_1,MTXEX_NUS-NTU_1,MTXEX_NUS-NTX_1,MTXEX_NUS-NTK_1,MTXEX_NUS-NUG_1,MTXEX_NUS-NUR_1,MTXEX_NUS-NTC_1,MTXEX_NUS-NUK_1,MTXEX_NUS-NUY_1,MTXEX_NUS-NUZ_1,MTXEX_NUS-NNH_1,MTXEX_NUS-NVE_1,MTXEX_NUS-NVM_1,MTXEX_NUS-NVI_1,MTXEX_NUS-NVQ_1,MTXEX_NUS-NYE_1,MTXEX_NUS-NWI_1,MTXEX_NUS-NYO_1
Jun-2001,28814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-2001,26914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-2001,31619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-2001,24515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-2001,28987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-2001,28523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-2001,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-2002,26342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-2002,32764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-2002,26186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-2002,26459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-2002,27994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-2002,26229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-2002,24990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-2002,35007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-2002,30245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-2002,29696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-2002,30491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-2002,39377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-2003,37252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-2003,29733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-2003,32293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-2003,31220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-2003,33553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-2003,30590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-2003,30035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-2003,29243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-2003,28690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-2003,29645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-2003,27337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-2003,30579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-2004,23011,,,0,,0,,1,20,,,30,0,0,,368,,2,4,601,0,,0,,,342,,,,,0,,,0,3683,,1,,233,322,,210,,,,226,,,,0,0,0,,,,13,0,67,0,,,,,,,1,143,,1,,0,0,,,,,194,,,,669,0,,3,4,682,7,,,114,45,,,315,605,725,0,721,1925,,,,,215,,,1,,,135,0,,,,,,,,,18,,,,,,,0,5375,,,0,0,,,,0,50,,,499,,,1,216,,46,,42,0,0,,668,,,1,269,1,1,134,149,0,49,,,,,,,,,28,0,,,,0,240,,,,,208,468,,0,0,0,1,,40,0,2,,,277,1,223,,3,,,2,776,0,,,8,3,,5,0,,60
Feb-2004,30097,,0,0,,1,,2,20,,,416,0,1,,151,0,2,4,620,1,,0,,,1096,,,,,1,,,0,3573,,29,,571,32,,30,,0,,229,,,,,,0,,,,417,314,104,0,,,,,,,2,240,,,,1,0,,,,,472,,,,267,,,2,4,369,3,0,0,105,106,,,1,635,1691,,963,1777,0,,3,,230,,,2,,0,1,1,,,,,,,,,5,,,,,,0,0,6789,,,,,,,,341,,,,541,,,366,3,,118,,79,0,0,,1573,,0,0,525,1,1,181,382,,212,,,,,,0,,,3,,,,,,748,,,,,118,1945,,0,1,2,1,,24,,3,,0,2,,245,,4,,,2,97,1,,,110,0,,4,0,,0
Mar-2004,31150,0,0,1,,0,,17,4,,,722,0,1,,411,95,2,5,902,1,,,,,740,,,,,0,0,,0,4548,,2,0,547,46,,43,,,,453,,,,0,8,0,,,,524,2,84,1,,,,,,,3,572,,1,,0,,,,0,220,316,,,,369,0,,1,10,795,10,0,,269,44,,,167,12,901,0,687,2058,0,,0,,342,,,6,,,3,0,,,,,,,,,6,,,,,,0,0,7372,,,,0,,,,220,,,0,924,,,56,4,,4,,83,2,1,,1522,,0,0,479,1,0,439,194,1,0,,,,,,0,,,6,,,,,,68,,,,,272,602,,0,2,1,178,0,59,,3,,,3,0,767,,6,,,156,344,2,,,339,,,0,,,87
Apr-2004,32962,,0,,,0,,1,15,,,241,0,1,,261,1,2,19,794,0,,0,,,948,,,0,,1,,,,4267,,1,,499,717,,221,,,0,25,,,,1,,0,,,,15,249,254,0,,,,,,0,252,2,,1,,0,0,,,1,165,368,,,,718,,,2,5,789,441,0,0,833,142,,0,144,651,521,,549,2119,0,,0,,377,,,8,,0,1,,,,,,,,,,6,,,0,,,0,,6218,,,,,,,,144,61,,,181,,,1,8,,55,,120,1,51,,2355,,,1,251,3,0,0,355,0,,,,,,,,,,56,0,,,,0,2770,,,,,197,1743,,0,0,1,1,0,22,,3,,,105,0,530,,11,,,79,111,1,,,374,0,,0,,,0
May-2004,31800,0,,,,1,,1,330,,,378,0,1,,377,3,2,5,132,57,,1,,,619,,,,,1,,,0,4125,,42,,887,159,,44,,,,236,,,,,0,193,,,,227,7,6,0,,0,,,,,2,661,,,,1,0,,,225,186,365,,,,217,0,,4,14,410,5,,,459,2,,0,176,351,525,0,550,1207,0,,0,,143,,,3,,0,415,0,,,,,,,,,4,,,,,,,,6321,,,,,,,,1,0,,,988,,,94,5,,47,,42,0,0,,703,,0,0,587,273,0,543,304,1,,,,,,,0,,,53,,,,,0,4181,,,,,168,228,,0,2,2,10,,34,,68,,,382,,727,,4,,,81,724,1,,,244,0,,0,,,43
Jun-2004,30738,,0,0,,,,0,9,,,353,0,0,,1048,138,2,2,312,0,,0,,,741,,,0,,1,0,,53,3985,,82,,1449,636,,52,,,0,9,,,,0,0,0,,,,464,0,155,,,0,,,,,517,923,,2,,0,0,,,,253,316,,,,331,1,,1,6,140,242,0,,728,60,,0,152,3,760,1,866,1990,1,,0,,91,,,3,,0,118,1,,,,,,,,,52,,,,,,0,,3916,,,,,,,,212,0,,,1437,,,5,44,,24,,40,3,0,,1892,,0,0,393,23,0,0,155,,,,,,,,,,,5,,,,165,,539,,,,,25,1504,,0,2,10,1,,18,,411,,,3,,270,,3,,,18,840,1,,,550,0,,1,,,253
Jul-2004,32919,,,,,0,,1,233,,,499,0,2,,896,1,2,3,391,0,0,1,,,847,,0,,,1,,,0,4361,,1,,944,757,,22,,,,227,,,,,,0,,,,675,0,317,0,,,,,,,0,620,,0,,0,,,,1,,228,,,,794,,,4,26,533,8,0,1,447,148,,,1,643,986,0,725,1814,0,,,,179,,,7,,,136,,,,0,,,,,,4,,,0,,,,,4668,,,0,,,,,41,0,,,943,,,87,7,,5,,82,1,238,,1053,,,0,562,626,0,199,461,1,146,,,,,,0,,,17,0,,,,0,1313,,,,,194,2152,,,1,202,2,,16,,324,,,32,1,18,,6,,,92,541,0,,,180,0,,4,,,51
Aug-2004,33407,,,0,,0,,1,58,,,821,1,1,,474,0,3,2,985,1,,1,,,922,,0,,,1,,,1,4151,,3,,612,247,,50,,0,,403,,,,1,0,300,,,,23,0,16,0,,1,,,,,326,976,,0,,0,,,,31,334,956,,,,419,0,,1,4,617,6,,,606,113,,0,365,647,913,,388,2392,,,0,,615,,,2,,0,2,0,,,,,1,,,,6,,,0,,,0,,6303,,,1,,,,,196,,,,1611,,,104,6,,3,,85,1,2,,183,,0,,24,744,0,175,181,2,22,,,,,,,,,67,0,,,,0,1217,,,,,182,906,,0,1,3,41,1,282,,4,,47,5,2,502,,7,,,82,559,1,,,195,0,,2,0,,0
Sep-2004,27795,,,,,1,,1,12,,,134,0,1,,294,71,2,3,882,0,,1,,,918,,,,,8,,0,0,3566,,1,,323,633,,207,,,0,5,,,,,0,1,,,,612,1,5,0,,0,,,,0,354,477,,0,,0,,,,,224,72,,,,567,0,,2,7,697,3,0,,139,1,,0,0,644,876,,632,1871,0,,0,,41,,,3,,1,0,1,,,0,,,,,,5,,,0,,,,,6063,,,0,,,,,151,28,,0,814,,,0,2,,1,,42,0,0,,1069,,0,0,61,189,0,0,273,0,,,,,,,,,,42,,,,,0,1010,,,,,190,1476,,0,0,1,238,,16,,5,,,2,,270,,5,,,116,22,1,,,141,2,,1,,,90
Oct-2004,32622,,,0,,0,,2,20,,,440,,0,,389,2,1,4,477,0,0,1,,,1279,,,210,,37,,0,0,3541,,3,,787,424,,34,,,,8,,,,0,0,0,,,,442,1,106,,,0,,,,,545,934,,1,,0,0,,,0,,465,,,,611,0,,4,16,516,5,,,67,1,,,150,4,1757,,882,1907,,,,,790,,,1,,,139,,,,0,,,,,,5,,,,,,,,7893,,,,,,,,168,,,,1198,,,94,6,,36,,42,0,54,,1476,,0,0,270,3,0,0,128,2,,,,,,,,,,11,,,,,,976,,,,,237,1588,,0,2,2,0,,16,,31,,,5,1,497,,8,,,5,36,1,,,160,0,,0,0,,46
